FoodID,FoodGroups,FoodName,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat,GulaTotal,Kalsium,Besi,Magnesium,Fosfor,Kalium,Natrium,Seng,Tembaga,Mangan,Selenium,VitaminC,Tiamina,Riboflavin,Niasin,Pantotenat,VitaminB6,FolatTotal,Kolina,VitaminB12,VitaminA-IU,VitaminA-RAE,Retinol,AlphaKaroten,BetaKaroten,BetaKriptosantin,Likopen,ZeaksantinLutein,VitaminE,VitaminD,VitaminD-IU,VitaminK,LemakJenuh,LemakTunggal,LemakGanda,Kolesterol,Source
75,Buah dan Jus,Buah delima mentah,"77,93","83,00","1,67","1,17","0,53","18,70","4,00","13,67","10,00","0,30","12,00","36,00","236,00","3,00","0,35","0,16","0,12","0,50","10,20","0,07","0,05","0,29","0,38","0,08","38,00","8,00",,,,,,,,,,"0,60",,,"16,40","0,12","0,09","0,08",,USDA
76,Buah dan Jus,Buah Kiwi hijau mentah,"83,07","61,00","1,14","0,52","0,61","14,66","3,00","8,99","34,00","0,31","17,00","34,00","312,00","3,00","0,14","0,13","0,10","0,20","92,70","0,03","0,03","0,34","0,18","0,06","25,00","8,00",,"87,00","4,00",,,"52,00",,,"122,00","1,46",,,"40,30","0,03","0,05","0,29",,USDA
77,Buah dan Jus,Buah Kiwi Zespri Sungold Mentah,"82,44","63,00","1,02","0,28","0,47","15,79","1,40","12,30","17,00","0,21","12,00","25,00","315,00","3,00","0,08","0,15","0,05","0,40","161,30",,"0,07","0,23","0,12","0,08","31,00","2,00","0,08","23,00","1,00",,,"14,00",,,"24,00","1,40",,,"6,10","0,07","0,02","0,11",,USDA
78,Buah dan Jus,Buah persik didehidrasi (kelembaban rendah) belerang tidak dimasak,"7,50","325,00","4,89","1,03","3,39","83,18",,,"38,00","5,51","57,00","162,00","1.351,00","10,00","0,78","0,49","0,41",,"10,60","0,04","0,11","4,83","0,52","0,16","7,00",,,"1.417,00","71,00",,,,,,,,,,,"0,11","0,38","0,50",,USDA
79,Buah dan Jus,Bubur naranjilla (lulo) beku tanpa pemanis,"93,05","25,00","0,44","0,22","0,39","5,90","1,10","3,74","8,00","0,35","11,00","12,00","200,00","4,00","0,10","0,03","0,07","0,40","3,20","0,05",,"1,45","0,22","0,11","3,00",,,"568,00","28,00",,"4,00","333,00","10,00",,"299,00","0,75",,,"14,60",,,,,USDA
80,Buah dan Jus,Bubur/bubuk Prem,"30,00","257,00","2,10","0,20","2,60","65,10","3,30","39,00","31,00","2,80",,"72,00","852,00","23,00",,,,,"4,30","0,04",,"2,50","0,43",,,,,"2.000,00","100,00",,,,,,,,,,,"0,02",,,,USDA
81,Buah dan Jus,Campuran jus cranberry jus 100% botol dengan tambahan vitamin C dan kalsium,"88,60","45,00","0,27","0,12","0,10","10,91","0,10","9,80","19,00","0,08","5,00","8,00","76,00","6,00","0,05","0,02","0,07","0,10","31,50","0,01","0,02","0,09",,"0,02","18,00","2,00",,"25,00","1,00",,,"15,00",,,"68,00","0,01",,,,"0,00","0,00","0,00",,USDA
82,Buah dan Jus,Campuran Jus Jeruk Merah Ruby (Grapefruit Grape Apple) Ocean Spray Botol dengan Tambahan Vitamin C,"88,60","44,00","0,50","0,10","0,27","10,53","0,20","10,30","10,00","0,14",,,"94,00","8,00",,,,,"49,20",,,,,,,,,"129,00","6,00",,,"77,00",,"116,00",,,,,,"0,01","0,01","0,01",,USDA
83,Buah dan Jus,Campuran jus apel dan anggur dengan tambahan asam askorbat,"87,05","50,00","0,16","0,12","0,22","12,46","0,20","10,92","11,00","0,11","7,00","9,00","96,00","7,00","0,05","0,01","0,04","0,10","28,20","0,01","0,02","0,09","0,04","0,02",,"2,00",,"4,00",,,,"2,00",,,"33,00","0,01",,,"0,20","0,02","0,01","0,03",,USDA
84,Buah dan Jus,Campuran jus apel anggur dan pir dengan tambahan asam askorbat dan kalsium,"86,44","52,00","0,17","0,12","0,31","12,96","0,20","9,95","72,00","0,14","6,00","11,00","89,00","5,00","0,06","0,01","0,09","0,10","50,70","0,01","0,02","0,09","0,03","0,02",,"2,00",,"1,00",,,,,,,"16,00","0,01",,,,"0,02","0,01","0,04",,USDA
85,Buah dan Jus,Carissa (natalprem) mentah,"84,17","62,00","0,50","1,30","0,40","13,63",,,"11,00","1,31","16,00","7,00","260,00","3,00",,"0,21",,,"38,00","0,04","0,06","0,20",,,,,,"40,00","2,00",,,,,,,,,,,,,,,USDA
86,Buah dan Jus,Ceri Maraschino kalengan tiriskan,"57,27","165,00","0,22","0,21","0,34","41,97","3,20","38,77","54,00","0,43","4,00","3,00","21,00","4,00","0,26","0,14","0,01","0,20",,,,"0,00","0,05","0,01",,"4,00",,"45,00","2,00",,,"27,00",,,"59,00","0,05",,,"1,50","0,04","0,05","0,06",,USDA
87,Buah dan Jus,Ceri asam dikeringkan dimaniskan,"16,60","333,00","1,25","0,73","0,97","80,45","2,50","67,15","38,00","0,68","22,00","36,00","376,00","13,00","0,25","0,23",,"0,40","19,30","0,06","0,10","0,87",,"0,10","11,00","15,00",,"2.829,00","141,00",,,"1.697,00",,,"173,00","0,17",,,"5,10","0,15","0,18","0,19",,USDA
88,Buah dan Jus,Ceri asam kaleng paket air tiriskan,"88,31","42,00","0,69","0,21","0,34","10,45","1,20","6,99","11,00","0,64","8,00","16,00","115,00","4,00","0,07",,"0,06",,"0,30","0,03","0,07","0,26","0,04","0,05",,,,,,,,,,,,,,,"8,10",,,,,USDA
89,Buah dan Jus,Ceri asam merah beku tanpa pemanis,"87,20","46,00","0,92","0,44","0,42","11,02","1,60","9,02","13,00","0,53","9,00","16,00","124,00","1,00","0,10","0,09","0,06",,"1,70","0,04","0,03","0,14","0,18","0,07","5,00","6,00",,"870,00","44,00",,,"522,00",,,"61,00","0,05",,,"1,50","0,10","0,12","0,13",,USDA
90,Buah dan Jus,Ceri asam merah kaleng paket sirup berat padatan dan cairan,"75,66","91,00","0,73","0,10","0,25","23,27","1,10","22,17","10,00","1,30","6,00","10,00","93,00","7,00","0,06","0,07","0,07",,"2,00","0,02","0,04","0,17","0,11","0,04","8,00","4,00",,"714,00","36,00",,,"428,00",,,"57,00","0,23",,,"1,40","0,02","0,03","0,03",,USDA
91,Buah dan Jus,Ceri asam merah kaleng paket sirup ekstra berat padatan dan cairan,"69,73","114,00","0,71","0,09","0,24","29,23","0,80",,"10,00","1,26","5,00","9,00","91,00","7,00","0,06","0,07","0,07",,"1,90","0,02","0,04","0,16","0,11","0,04","7,00",,,"696,00","35,00",,,,,,,,,,,"0,02","0,03","0,03",,USDA
92,Buah dan Jus,Ceri asam merah kalengan paket air padatan dan cairan (termasuk ceri tart merah komoditas USDA kalengan),"89,93","36,00","0,77","0,10","0,26","8,94","1,10","7,60","11,00","1,37","6,00","10,00","98,00","7,00","0,07","0,07","0,08",,"2,10","0,02","0,04","0,18","0,11","0,04","8,00","4,00",,"754,00","38,00",,,"452,00",,,"57,00","0,23",,,"1,40","0,02","0,03","0,03",,USDA
93,Buah dan Jus,Ceri asam merah kalengan paket sirup padatan dan cairan,"79,62","75,00","0,74","0,10","0,25","19,30","0,80",,"10,00","1,32","6,00","10,00","95,00","7,00","0,07","0,07","0,07",,"2,00","0,02","0,04","0,17","0,11","0,04","8,00",,,"726,00","36,00",,,,,,,,,,,"0,02","0,03","0,03",,USDA
94,Buah dan Jus,Ceri asam merah mentah,"86,13","50,00","1,00","0,30","0,40","12,18","1,60","8,49","16,00","0,32","9,00","15,00","173,00","3,00","0,10","0,10","0,11",,"10,00","0,03","0,04","0,40","0,14","0,04","8,00","6,00",,"1.283,00","64,00",,,"770,00",,,"85,00","0,07",,,"2,10","0,07","0,08","0,09",,USDA
95,Buah dan Jus,Ceri manis beku manis,"75,53","89,00","1,15","0,13","0,83","22,36","2,10","20,26","12,00","0,35","10,00","16,00","199,00","1,00","0,04","0,02","0,11",,"1,00","0,03","0,05","0,18","0,13","0,04","4,00","6,00",,"189,00","9,00",,,"113,00",,,"85,00","0,07",,,"2,10","0,03","0,04","0,04",,USDA
96,Buah dan Jus,Ceri manis kaleng diadu sirup berat dikeringkan,"77,61","83,00","0,73","0,21","0,39","21,07","2,30","16,18","10,00","0,35","9,00","20,00","148,00","3,00","0,10","0,18","0,05",,"3,60","0,02","0,04","0,40","0,06","0,02","5,00","3,00",,"237,00","12,00",,,"142,00",,,"57,00","0,17",,,"0,90","0,04","0,05","0,06",,USDA
97,Buah dan Jus,Ceri manis kaleng paket air padatan dan cairan,"87,05","46,00","0,77","0,13","0,29","11,76","1,50","10,26","11,00","0,36","9,00","15,00","131,00","1,00","0,08","0,08","0,06",,"2,20","0,02","0,04","0,41","0,13","0,03","4,00","4,00",,"160,00","8,00",,,"96,00",,,"57,00","0,23",,,"1,40","0,03","0,03","0,04",,USDA
98,Buah dan Jus,Ceri manis kaleng paket jus padatan dan cairan,"84,95","54,00","0,91","0,02","0,31","13,81","1,50","12,31","14,00","0,58","12,00","22,00","131,00","3,00","0,10","0,07","0,06",,"2,50","0,02","0,02","0,41","0,13","0,03","4,00","5,00",,"125,00","6,00",,,"75,00",,,"57,00","0,23",,,"1,40","0,00","0,01","0,01",,USDA
99,Buah dan Jus,Ceri manis kaleng paket sirup ekstra berat padatan dan cairan,"72,66","102,00","0,59","0,15","0,37","26,23","1,50",,"9,00","0,35","8,00","17,00","142,00","3,00","0,10","0,14","0,06",,"3,60","0,02","0,04","0,39","0,13","0,03","4,00",,,"151,00","8,00",,,,,,,,,,,"0,03","0,04","0,05",,USDA
100,Buah dan Jus,Ceri manis kaleng paket sirup ringan padatan dan cairan,"81,56","67,00","0,61","0,15","0,38","17,29","1,50","15,79","9,00","0,36","9,00","18,00","148,00","3,00","0,10","0,15","0,06",,"3,70","0,02","0,04","0,40","0,13","0,03","4,00","4,00",,"157,00","8,00",,,"94,00",,,"57,00","0,23",,,"1,40","0,03","0,04","0,05",,USDA
101,Buah dan Jus,Ceri manis kalengan diadu sirup berat padatan dan cairan,"77,61","83,00","0,60","0,15","0,38","21,27","1,40","16,18","9,00","0,35","9,00","18,00","145,00","3,00","0,10","0,14","0,05",,"3,60","0,02","0,04","0,40","0,06","0,02","4,00","4,00",,"154,00","8,00",,,"92,00",,,"57,00","0,17",,,"0,90","0,03","0,04","0,05",,USDA
102,Buah dan Jus,Ceri manis mentah,"82,25","63,00","1,06","0,20","0,48","16,01","2,10","12,82","13,00","0,36","11,00","21,00","222,00",,"0,07","0,06","0,07",,"7,00","0,03","0,03","0,15","0,20","0,05","4,00","6,00",,"64,00","3,00",,,"38,00",,,"85,00","0,07",,,"2,10","0,04","0,05","0,05",,USDA
103,Buah dan Jus,Cherimoya mentah,"79,39","75,00","1,57","0,68","0,65","17,71","3,00","12,87","10,00","0,27","17,00","26,00","287,00","7,00","0,16","0,07","0,09",,"12,60","0,10","0,13","0,64","0,35","0,26","23,00",,,"5,00",,,,"2,00","1,00",,"6,00","0,27",,,,"0,23","0,06","0,19",,USDA
104,Buah dan Jus,Ciplukan (gooseberries) bahan dasar Groundcherries mentah,"85,40","53,00","1,90","0,70","0,80","11,20",,,"9,00","1,00",,"40,00",,,,,,,"11,00","0,11","0,04","2,80",,,,,,"720,00","36,00",,,,,,,,,,,,,,,USDA
105,Buah dan Jus,Ciplukan (gooseberry) kaleng paket sirup ringan padatan dan cairan,"80,10","73,00","0,65","0,20","0,29","18,75","2,40",,"16,00","0,33","6,00","7,00","77,00","2,00","0,11","0,22","0,18","0,40","10,00","0,02","0,05","0,15","0,14","0,01","3,00",,,"138,00","7,00",,,,,,,,,,,"0,01","0,02","0,11",,USDA
106,Buah dan Jus,Ciplukan (gooseberry) mentah,"87,87","44,00","0,88","0,58","0,49","10,18","4,30",,"25,00","0,31","10,00","27,00","198,00","1,00","0,12","0,07","0,14","0,60","27,70","0,04","0,03","0,30","0,29","0,08","6,00",,,"290,00","15,00",,,,,,,"0,37",,,,"0,04","0,05","0,32",,USDA
107,Buah dan Jus,Clementines mentah,"86,58","47,00","0,85","0,15","0,40","12,02","1,70","9,18","30,00","0,14","10,00","21,00","177,00","1,00","0,06","0,04","0,02","0,10","48,80","0,09","0,03","0,64","0,15","0,08","24,00","14,00",,,,,,,,,,"0,20",,,,,,,,USDA
108,Buah dan Jus,Cranberi mentah,"87,32","46,00","0,46","0,13","0,12","11,97","3,60","4,27","8,00","0,23","6,00","11,00","80,00","2,00","0,09","0,06","0,27","0,10","14,00","0,01","0,02","0,10","0,30","0,06","1,00","6,00",,"63,00","3,00",,,"38,00",,,"91,00","1,32",,,"5,00","0,01","0,02","0,06",,USDA
109,Buah dan Jus,Cranberry dikeringkan manis,"15,79","308,00","0,17","1,09","0,15","82,80","5,30","72,56","9,00","0,39","4,00","8,00","49,00","5,00","0,10","0,06","0,18","0,60","0,20","0,01","0,03","0,55",,"0,04",,"8,00",,"46,00","2,00",,,"27,00",,,"138,00","2,10",,,"7,60","0,09","0,30","0,18",,USDA
110,Buah dan Jus,Cranberryorange menikmati kalengan,"53,20","178,00","0,30","0,10","0,20","46,20",,,"11,00","0,20","4,00","8,00","38,00","32,00",,"0,04",,,"18,00","0,03","0,02","0,10",,,,,,"70,00","4,00",,,,,,,,,,,"0,01",,,,USDA
111,Buah dan Jus,Custardapple (bullock'sheart) mentah,"71,50","101,00","1,70","0,60","1,00","25,20","2,40",,"30,00","0,71","18,00","21,00","382,00","4,00",,,,,"19,20","0,08","0,10","0,50","0,14","0,22",,,,"33,00","2,00",,,,,,,,,,,"0,23",,,,USDA
112,Buah dan Jus,Dates deglet noor,"20,53","282,00","2,45","0,39","1,60","75,03","8,00","63,35","39,00","1,02","43,00","62,00","656,00","2,00","0,29","0,21","0,26","3,00","0,40","0,05","0,07","1,27","0,59","0,17","19,00","6,00",,"10,00",,,,"6,00",,,"75,00","0,05",,,"2,70","0,03","0,04","0,02",,USDA
113,Buah dan Jus,Dates medjool,"21,32","277,00","1,81","0,15","1,74","74,97","6,70","66,47","64,00","0,90","54,00","62,00","696,00","1,00","0,44","0,36","0,30",,,"0,05","0,06","1,61","0,81","0,25","15,00","10,00",,"149,00","7,00",,,"89,00",,,"23,00",,,,"2,70",,,,,USDA
114,Buah dan Jus,Durian mentah atau beku,"64,99","147,00","1,47","5,33","1,12","27,09","3,80",,"6,00","0,43","30,00","39,00","436,00","2,00","0,28","0,21","0,33",,"19,70","0,37","0,20","1,07","0,23","0,32","36,00",,,"44,00","2,00",,"6,00","23,00",,,,,,,,,,,,USDA
115,Buah dan Jus,Elderberry mentah,"79,80","73,00","0,66","0,50","0,64","18,40","7,00",,"38,00","1,60","5,00","39,00","280,00","6,00","0,11","0,06",,"0,60","36,00","0,07","0,06","0,50","0,14","0,23","6,00",,,"600,00","30,00",,,,,,,,,,,"0,02","0,08","0,25",,USDA
116,Buah dan Jus,Feijoa mentah,"83,28","61,00","0,71","0,42","0,38","15,21","6,40","8,20","17,00","0,14","9,00","19,00","172,00","3,00","0,06","0,04","0,08",,"32,90","0,01","0,02","0,30","0,23","0,07","23,00",,,"6,00",,,,"2,00","3,00","5,00","27,00","0,16",,,"3,50","0,10","0,06","0,14",,USDA
117,Buah dan Jus,Goji berry keringkan,"7,50","349,00","14,26","0,39","0,78","77,06","13,00","45,61","190,00","6,80",,,,"298,00",,,,,"48,40",,,,,,,,,"26.822,00",,,,,,,,,,,,,,,,USDA
118,Buah dan Jus,Grapefruit mentah merah muda dan merah California dan Arizona,"89,31","37,00","0,50","0,10","0,40","9,69",,,"11,00","0,08","9,00","12,00","147,00","1,00","0,07","0,03","0,02",,"38,10","0,03","0,02","0,19","0,28","0,04","12,00",,,"259,00","13,00",,,,,,,,,,,"0,01","0,01","0,02",,USDA
119,Buah dan Jus,Grapefruit mentah merah muda dan merah Florida,"91,56","30,00","0,55","0,10","0,29","7,50","1,10",,"15,00","0,12","8,00","9,00","127,00",,"0,07","0,04","0,01","1,40","37,00","0,04","0,02","0,20","0,28","0,04","9,00",,,"259,00","13,00",,,,,,,,,,,"0,01","0,01","0,02",,USDA
120,Buah dan Jus,Grapefruit mentah putih Florida,"90,76","32,00","0,63","0,10","0,32","8,19",,,"15,00","0,05","9,00","7,00","150,00",,"0,07","0,06","0,01",,"37,00","0,04","0,02","0,20","0,28","0,04","9,00",,,"10,00",,,,,,,,,,,,"0,01","0,01","0,02",,USDA
121,Buah dan Jus,Guanabana nektar kaleng,"84,72","59,00","0,11","0,17","0,08","14,93","0,10","13,07","7,00","0,36","3,00","2,00","25,00","8,00","0,02","0,01","0,01","0,40","11,10","0,00","0,01","0,12","0,07","0,01","6,00","2,00",,,,,,,,,,"0,01",,,,"0,03","0,05","0,04",,USDA
122,Buah dan Jus,Jambu biji madu kaleng dengan sucralose,"86,23","48,00","0,30","0,07","0,09","13,30","1,20","10,15","8,00","0,54","2,00","3,00","33,00","6,00","0,02","0,03","0,06","0,10","21,30","0,01","0,01","0,17",,"0,01","4,00","1,00",,"49,00","2,00",,,"29,00",,"35,00",,"0,06",,,"1,00","0,02","0,02","0,02",,USDA
123,Buah dan Jus,Jambu biji madu kaleng dengan tambahan asam askorbat,"83,51","63,00","0,09","0,06","0,09","16,25","1,00","12,95","8,00","0,38","2,00","2,00","39,00","6,00","0,03","0,02","0,06",,"21,10","0,00","0,00","0,17","0,08","0,01","3,00","1,00",,"106,00",,,,,,"35,00",,"0,05",,,"1,00","0,02","0,02","0,01",,USDA
124,Buah dan Jus,Jambu biji stroberi mentah,"80,66","69,00","0,58","0,60","0,80","17,36","5,40",,"21,00","0,22","17,00","27,00","292,00","37,00",,,,,"37,00","0,03","0,03","0,60",,,,,,"90,00","5,00",,,,,,,,,,,"0,17","0,06","0,25",,USDA
125,Buah dan Jus,Jambu biji umum mentah,"80,80","68,00","2,55","0,95","1,39","14,32","5,40","8,92","18,00","0,26","22,00","40,00","417,00","2,00","0,23","0,23","0,15","0,60","228,30","0,07","0,04","1,08","0,45","0,11","49,00","8,00",,"624,00","31,00",,,"374,00",,"5.204,00",,"0,73",,,"2,60","0,27","0,09","0,40",,USDA
126,Buah dan Jus,Javaprem (jambolan) mentah,"83,13","60,00","0,72","0,23","0,36","15,56",,,"19,00","0,19","15,00","17,00","79,00","14,00",,,,,"14,30","0,01","0,01","0,26",,"0,04",,,,"3,00",,,,,,,,,,,,,,,,USDA
127,Buah dan Jus,Jeruk bali bagian kaleng paket air padatan dan cairan,"89,85","36,00","0,58","0,10","0,32","9,15","0,40","8,75","15,00","0,41","10,00","10,00","132,00","2,00","0,09","0,07","0,01","0,90","21,80","0,04","0,02","0,25","0,12","0,02","9,00","5,00",,,,,,,,,,"0,09",,,,"0,01","0,01","0,02",,USDA
128,Buah dan Jus,Jeruk bali bagian kaleng paket jus padatan dan cairan,"89,67","37,00","0,70","0,09","0,34","9,21","0,40","8,80","15,00","0,21","11,00","12,00","169,00","7,00","0,08","0,04","0,01","0,90","33,90","0,03","0,02","0,25","0,12","0,02","9,00","5,00",,,,,,,,,,"0,09",,,,"0,01","0,01","0,02",,USDA
129,Buah dan Jus,Jeruk bali bagian kaleng paket sirup ringan padatan dan cairan,"83,59","60,00","0,56","0,10","0,31","15,44","0,40","15,04","14,00","0,40","10,00","10,00","129,00","2,00","0,08","0,07","0,01","0,90","21,30","0,04","0,02","0,24","0,12","0,02","9,00","5,00",,,,,,,,,,"0,09",,,,"0,01","0,01","0,02",,USDA
130,Buah dan Jus,Jeruk bali mentah merah muda dan merah dan putih semuanya,"90,89","32,00","0,63","0,10","0,31","8,08","1,10","6,98","12,00","0,09","8,00","8,00","139,00",,"0,07","0,05","0,01","0,30","34,40","0,04","0,02","0,25","0,28","0,04","10,00","8,00",,"927,00","46,00",,"4,00","552,00","6,00","1.135,00","6,00","0,13",,,,"0,01","0,01","0,02",,USDA
131,Buah dan Jus,Jeruk bali mentah merah muda dan merah semuanya,"88,06","42,00","0,77","0,14","0,36","10,66","1,60","6,89","22,00","0,08","9,00","18,00","135,00",,"0,07","0,03","0,02","0,10","31,20","0,04","0,03","0,20","0,26","0,05","13,00","8,00",,"1.150,00","58,00",,"3,00","686,00","6,00","1.419,00","5,00","0,13",,,,"0,02","0,02","0,04",,USDA
132,Buah dan Jus,Jeruk bali mentah putih California,"89,58","37,00","0,88","0,10","0,35","9,09",,,"12,00","0,08","9,00","12,00","143,00",,"0,07","0,03","0,02",,"33,30","0,04","0,02","0,27","0,28","0,04","12,00",,,"10,00",,,,,,,,,,,,"0,01","0,01","0,02",,USDA
133,Buah dan Jus,Jeruk bali mentah putih semua area,"90,48","33,00","0,69","0,10","0,33","8,41","1,10","7,31","12,00","0,06","9,00","8,00","148,00",,"0,07","0,05","0,01","1,40","33,30","0,04","0,02","0,27","0,28","0,04","10,00","8,00",,"33,00","2,00",,"8,00","14,00","3,00",,"10,00","0,13",,,,"0,01","0,01","0,02",,USDA
134,Buah dan Jus,Jeruk Kumquat mentah,"80,85","71,00","1,88","0,86","0,52","15,90","6,50","9,36","62,00","0,86","20,00","19,00","186,00","10,00","0,17","0,10","0,14",,"43,90","0,04","0,09","0,43","0,21","0,04","17,00","8,00",,"290,00","15,00",,"155,00",,"193,00",,"129,00","0,15",,,,"0,10","0,15","0,17",,USDA
135,Buah dan Jus,Jeruk Mandarin kaleng paket jus,"89,51","37,00","0,62","0,03","0,28","9,57","0,70","8,87","11,00","0,27","11,00","10,00","133,00","5,00","0,51","0,03","0,03","0,40","34,20","0,08","0,03","0,45","0,13","0,04","5,00","9,00",,"852,00","43,00",,"133,00","193,00","503,00",,"163,00","0,10",,,,"0,00","0,01","0,01",,USDA
136,Buah dan Jus,Jeruk Mandarin kaleng paket jus tiriskan,"89,51","38,00","0,75","0,04","0,29","9,41","1,20","8,25","12,00","0,27","11,00","11,00","136,00","5,00","0,53","0,04",,"0,40","33,90","0,09","0,03","0,45",,"0,04","5,00","6,00",,"1.312,00","66,00",,"204,00","298,00","775,00",,"243,00","0,15",,,,"0,00","0,01","0,01",,USDA
137,Buah dan Jus,Jeruk Mandarin kalengan paket sirup ringan,"83,06","61,00","0,45","0,10","0,19","16,19","0,70","15,49","7,00","0,37","8,00","10,00","78,00","6,00","0,24","0,04","0,03","0,40","19,80","0,05","0,04","0,45","0,13","0,04","5,00","7,00",,"840,00","42,00",,"131,00","191,00","496,00",,"163,00","0,10",,,,"0,01","0,02","0,02",,USDA
138,Buah dan Jus,Jeruk Mandarin mentah,"85,17","53,00","0,81","0,31","0,38","13,34","1,80","10,58","37,00","0,15","12,00","20,00","166,00","2,00","0,07","0,04","0,04","0,10","26,70","0,06","0,04","0,38","0,22","0,08","16,00","10,00",,"681,00","34,00",,"101,00","155,00","407,00",,"138,00","0,20",,,,"0,04","0,06","0,07",,USDA
139,Buah dan Jus,Jeruk nipis mentah,"88,26","30,00","0,70","0,20","0,30","10,54","2,80","1,69","33,00","0,60","6,00","18,00","102,00","2,00","0,11","0,07","0,01","0,40","29,10","0,03","0,02","0,20","0,22","0,04","8,00","5,00",,"50,00","2,00",,,"30,00",,,,"0,22",,,"0,60","0,02","0,02","0,06",,USDA
140,Buah dan Jus,Jeruk mentah California valencias,"86,34","49,00","1,04","0,30","0,42","11,89","2,50",,"40,00","0,09","10,00","17,00","179,00",,"0,06","0,04","0,02",,"48,50","0,09","0,04","0,27","0,25","0,06","39,00",,,"230,00","12,00",,,,,,,,,,,"0,04","0,06","0,06",,USDA
141,Buah dan Jus,Jeruk mentah dengan kulitnya,"82,30","63,00","1,30","0,30","0,60","15,50","4,50",,"70,00","0,80","14,00","22,00","196,00","2,00","0,11","0,06",,"0,70","71,00","0,10","0,05","0,50","0,33","0,09","30,00",,,"250,00","13,00",,,,,,,,,,,"0,04","0,06","0,06",,USDA
142,Buah dan Jus,Jeruk mentah Florida,"87,14","46,00","0,70","0,21","0,41","11,54","2,40","9,14","43,00","0,09","10,00","12,00","169,00",,"0,08","0,04","0,02","0,50","45,00","0,10","0,04","0,40","0,25","0,05","17,00","8,00",,"225,00","11,00",,"11,00","71,00","116,00",,"129,00","0,18",,,,"0,03","0,04","0,04",,USDA
143,Buah dan Jus,Jeruk mentah pusar,"85,97","49,00","0,91","0,15","0,43","12,54","2,20","8,50","43,00","0,13","11,00","23,00","166,00","1,00","0,08","0,04","0,03",,"59,10","0,07","0,05","0,43","0,26","0,08","34,00","8,00",,"247,00","12,00",,"7,00","87,00","116,00",,"129,00","0,15",,,,"0,02","0,03","0,03",,USDA
144,Buah dan Jus,Jeruk mentah semua varietas komersial,"86,75","47,00","0,94","0,12","0,44","11,75","2,40","9,35","40,00","0,10","10,00","14,00","181,00",,"0,07","0,05","0,03","0,50","53,20","0,09","0,04","0,28","0,25","0,06","30,00","8,00",,"225,00","11,00",,"11,00","71,00","116,00",,"129,00","0,18",,,,"0,02","0,02","0,03",,USDA
145,Buah dan Jus,Jus Acerola mentah,"94,30","23,00","0,40","0,30","0,20","4,80","0,30","4,50","10,00","0,50","12,00","9,00","97,00","3,00","0,10","0,09",,"0,10","1.600,00","0,02","0,06","0,40","0,21","0,00","14,00",,,"509,00","25,00",,,"305,00",,,"17,00","0,18",,,"1,40","0,07","0,08","0,09",,USDA
146,Buah dan Jus,Jus anggur kaleng atau botol tanpa pemanis dengan tambahan asam askorbat,"84,51","60,00","0,37","0,13","0,22","14,77","0,20","14,20","11,00","0,25","10,00","14,00","104,00","5,00","0,07","0,02","0,24",,"25,00","0,02","0,02","0,13","0,05","0,03",,"3,00",,"8,00",,,,"5,00",,,"57,00",,,,"0,40","0,03","0,00","0,02",,USDA
147,Buah dan Jus,Jus anggur kaleng atau botol tanpa pemanis dengan tambahan asam askorbat dan kalsium,"84,51","62,00","0,37","0,13","0,22","14,77","0,20","14,20","42,00","0,25","10,00","14,00","104,00","5,00","0,07","0,02","0,24",,"25,00","0,02","0,02","0,13","0,05","0,03",,"3,00",,"8,00",,,,"5,00",,,"57,00",,,,"0,40","0,03","0,00","0,02",,USDA
